question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
What is the dosage of Blueberry ?,0000019-8,dose,No information found.,Blueberry,0000019,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/1013.html,,,
What is Blue-green algae ?,0000020-1,information,"Blue-green algae are a group of bacteria. They can be used as a source of protein, but contain no more protein than meat or milk. Blue-green algae produce blue-green colored pigments and are high in protein, iron, and other minerals. They grow in saltwater and some large freshwater lakes. They have been used for food for several centuries in Mexico and some African countries. In the US, they've been sold in supplements since the late 1970s. People use blue-green algae for treating high blood pressure and as a protein supplement. It's also used for high levels of cholesterol or other fats (lipids) in the blood, diabetes, obesity, and many other conditions. But there is no good scientific evidence to support these other uses. Some blue-green algae products are grown under controlled conditions. Others are grown in a natural setting, where they're more likely to be contaminated. Only use products that have been tested and are free of contaminants such as heavy metals, liver toxins called microcystins, and harmful bacteria. Don't confuse blue-green algae with other algaes, like Ascophyllum nodosum, Ecklonia cava, Fucus Vesiculosis, or Laminaria. ",Blue-green algae,0000020,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/923.html,,,
How effective is Blue-green algae ?,0000020-2,how effective is it,"Natural Medicines Comprehensive Database  rates effectiveness based on scientific evidence according to the following scale:  Effective, Likely Effective, Possibly Effective, Possibly Ineffective, Likely Ineffective, Ineffective, and Insufficient Evidence to Rate. The effectiveness ratings for  BLUE-GREEN ALGAE  are as follows: Possibly effective for...  High blood pressure . Taking blue-green algae by mouth seems to reduce blood pressure in some people with high blood pressure.,  There is interest in using blue-green algae for a number of other purposes, but there isn't enough reliable information to say whether it might be helpful.",Blue-green algae,0000020,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/923.html,,,
What is the action of Blue-green algae and how does it work ?,0000020-3,how does it work,No information found.,Blue-green algae,0000020,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/923.html,,,
Are there safety concerns or special precautions about Blue-green algae ?,0000020-4,precautions,No information found.,Blue-green algae,0000020,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/923.html,,,
Are there interactions between Blue-green algae and other medications ?,0000020-5,interactions with medications,"Moderate Be cautious with this combination. Medications for diabetes (Antidiabetes drugs) Blue-green algae might lower blood sugar levels. Taking blue-green algae along with diabetes medications might cause blood sugar to drop too low. Monitor your blood sugar closely. Medications that decrease the immune system (Immunosuppressants) Blue-green algae can increase the activity of the immune system. Some medications, such as those used after a transplant, decrease the activity of the immune system. Taking blue-green algae along with these medications might decrease the effects of these medications. Medications that slow blood clotting (Anticoagulant / Antiplatelet drugs) Blue-green algae might slow blood clotting. Taking blue-green algae along with medications that also slow blood clotting might increase the risk of bruising and bleeding.",Blue-green algae,0000020,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/923.html,,,
Are there interactions between Blue-green algae and herbs and supplements ?,0000020-6,interactions with herbs and supplements,"Herbs and supplements that might lower blood sugar Blue-green algae might lower blood sugar. Taking it with other supplements with similar effects might lower blood sugar too much. Examples of supplements with this effect include aloe, bitter melon, cassia cinnamon, chromium, and prickly pear cactus. Herbs and supplements that might slow blood clotting Blue-green algae might slow blood clotting and increase the risk of bleeding. Taking it with other supplements with similar effects might increase the risk of bleeding in some people. Examples of supplements with this effect include garlic, ginger, ginkgo, nattokinase, and Panax ginseng. Iron Blue-green algae can decrease the amount of iron the body can absorb. Taking blue-green algae with iron supplements might decrease the effects of the iron supplement.",Blue-green algae,0000020,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/923.html,,,
Are there interactions between Blue-green algae and foods ?,0000020-7,interactions with foods,Keep in mind that taking blue-green algae can decrease the amount of iron the body can absorb from food and supplements.,Blue-green algae,0000020,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/923.html,,,
What is the dosage of Blue-green algae ?,0000020-8,dose,No information found.,Blue-green algae,0000020,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/923.html,,,
What is Boron ?,0000021-1,information,"Boron is an element. Boron has been consumed for menstrual cramps and boric acid has been used vaginally for yeast infections, but evidence is limited. Boron seems to affect the way the body handles other minerals such as calcium, magnesium, and phosphorus. It also seems to increase estrogen levels post-menopause. Boric acid, a common form of boron, can kill yeast that cause vaginal infections. Boron may have antioxidant effects.  People commonly use boron for boron deficiency and vaginal yeast infections. It is also used for athletic performance, menstrual cramps, osteoarthritis, osteoporosis, and many other conditions, but there is no good scientific evidence to support many of these uses.",Boron,0000021,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/894.html,,,
How effective is Boron ?,0000021-2,how effective is it,"Natural Medicines Comprehensive Database  rates effectiveness based on scientific evidence according to the following scale:  Effective, Likely Effective, Possibly Effective, Possibly Ineffective, Likely Ineffective, Ineffective, and Insufficient Evidence to Rate. The effectiveness ratings for  BORON  are as follows: Likely effective for... Boron deficiency . Taking boron by mouth treats and prevents boron deficiency.,  Possibly effective for...  Skin damage caused by radiation therapy (radiation dermatitis) . Applying boron gel to the skin might help prevent skin damage caused by radiation therapy. ,  Vaginal yeast infections . Applying boric acid inside the vagina can help treat yeast infections (candidiasis), including infections that do not seem to get better with other medications and treatments.,   Possibly ineffective for... Athletic performance . Taking boron by mouth doesn't seem to improve body mass, muscle mass, or testosterone levels in male bodybuilders.,  There is interest in using boron for a number of other purposes, but there isn't enough reliable information to say whether it might be helpful.",Boron,0000021,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/894.html,,,
What is the action of Boron and how does it work ?,0000021-3,how does it work,No information found.,Boron,0000021,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/894.html,,,
